No		sbL11727Yes		BOOT LAKE ALPHA ACTIN GFP	BTAAGFP		1	BOOT LAKE ALPHA ACTIN GFP is currently used in this database.				BOOT LAKE ALPHA ACTIN GFP	BTAAGFP		3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11727	sbL11727	sbLp11727/	sbLw11727	sbLw11727	301	13875	31	0	1/29/2004	4:23:56 PM	2/24/2014	4:13:24 PM	11727	BTAAGFP	BOOT LAKE ALPHA ACTIN GFP		
No		sbL11728Yes		BOOT LAKE ALPHA ACTIN GFP/RABBIT SLOUGH	BTAAGFP/RS		1	BOOT LAKE ALPHA ACTIN GFP/RABBIT SLOUGH is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11728	sbL11727/sbL7964/	sbL11727/sbL7964/	sbLw11728	sbLw11728	301	13875	32	0	1/29/2004	4:33:49 PM	2/24/2014	4:13:24 PM	11728	BTAAGFP/RS	BOOT LAKE ALPHA ACTIN GFP/RABBIT SLOUGH		
No		sbL11729Yes		IRRADIATED MALES	IRM		1	IRRADIATED MALES is not currently used in this database.				Irradiated male	IRM		3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11729	sbL11729	sbLp11729/	sbLw11729	sbLw11729	301	0	33	0	2/5/2004	9:00:56 PM	2/24/2014	4:13:24 PM	11729	IRM	IRRADIATED MALE		
No		sbL11744Yes		[BOOT LAKE/RABBIT SLOUGH]/SILTCOOS	[BT/RS]/SLT			[BOOT LAKE/RABBIT SLOUGH]/SILTCOOS is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11744	sbL11708/sbL7968/	sbL11708/sbL7968/			301	13875	34	0	2/20/2004	5:06:43 PM	2/24/2014	4:13:24 PM	11744				
No		sbL11745Yes		BEAR PAW LAKE/[BOOT LAKE/RABBIT SLOUGH]	BP/[BT/RS]			BEAR PAW LAKE/[BOOT LAKE/RABBIT SLOUGH] is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11745	sbL7819/sbL11708/	sbL7819/sbL11708/			301	13875	35	0	2/20/2004	5:16:09 PM	2/24/2014	4:13:24 PM	11745				
No		sbL11746Yes		[BEAR PAW LAKE/RABBIT SLOUGH]/BOOT LAKE	[BP/RS]/BT			[BEAR PAW LAKE/RABBIT SLOUGH]/BOOT LAKE is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11746	sbL11709/sbL7820/	sbL11709/sbL7820/			301	13875	36	0	2/27/2004	8:07:37 PM	2/24/2014	4:13:24 PM	11746				
No		sbL11747Yes		BEAR PAW LAKE/[RABBIT SLOUGH/WHALE LAKE]	BP/[RS/WH]			BEAR PAW LAKE/[RABBIT SLOUGH/WHALE LAKE] is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11747	sbL7819/sbL11710/	sbL7819/sbL11710/			301	13875	37	0	2/29/2004	11:36:25 AM	2/24/2014	4:13:24 PM	11747				
No		sbL11748Yes		BEAR PAW LAKE/[BEAR PAW LAKE/RABBIT SLOUGH]	BP/[BP/RS]	Gasterosteus aculeatus		BEAR PAW LAKE/[BEAR PAW LAKE/RABBIT SLOUGH] is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11748	sbL7819/sbL11709/	sbL7819/sbL11709/			301	13875	38	0	2/29/2004	11:47:31 AM	2/24/2014	4:13:24 PM	11748				
No		sbL11754Yes		BEAR PAW LAKE/[SILTCOOS/WHALE LAKE]	BP/[SLT/WH]			BEAR PAW LAKE/[SILTCOOS/WHALE LAKE] is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11754	sbL7819/sbL11719/	sbL7819/sbL11719/			301	13875	39	0	3/1/2004	5:10:30 PM	2/24/2014	4:13:24 PM	11754				
No		sbL11755Yes		BOOT LAKE/[RABBIT SLOUGH/WHALE LAKE]	BT/[RS/WH]			BOOT LAKE/[RABBIT SLOUGH/WHALE LAKE] is currently used in this database.							3	sbL7819	/sbL7819/sbL11708/	sbL7820	9	sbS11736			21	26	sbL11774	sbLp9517/	sbL7819/sbL7964/	sbL9517	167.0011	2							CMCR4/lineAbbreviationError	CUSHMAN@MILE 4/lineNameError				admin	Administrator	dbase admin	2		line name	1		sbL11755	sbL7820/sbL11710/	sbL7820/sbL11710/			301	13875	40	0	3/1/2004	4:06:31 PM	2/24/2014	4:13:24 PM	11755				
